1.475900000000000034e+01,0.000000000000000000e+00,-2.342220000000000084e+02
1.375900000000000034e+01,0.000000000000000000e+00,-2.342220000000000084e+02
1.275900000000000034e+01,0.000000000000000000e+00,-2.342220000000000084e+02
1.175900000000000034e+01,0.000000000000000000e+00,-2.342220000000000084e+02
1.075900000000000034e+01,0.000000000000000000e+00,-2.342220000000000084e+02
9.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
8.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
7.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
6.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
5.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
4.759000000000000341e+00,0.000000000000000000e+00,-2.342220000000000084e+02
3.758999999999999897e+00,0.000000000000000000e+00,-2.342220000000000084e+02
2.758999999999999897e+00,0.000000000000000000e+00,-2.342220000000000084e+02
1.758999999999999897e+00,0.000000000000000000e+00,-2.342220000000000084e+02
7.590000000000000080e-01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.409999999999999920e-01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.241000000000000103e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-2.241000000000000103e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-3.241000000000000103e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-4.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-5.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-6.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-7.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-8.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-9.240999999999999659e+00,0.000000000000000000e+00,-2.342220000000000084e+02
-1.024099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.124099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.224099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.324099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.424099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.524099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.624099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.724099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.824099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-1.924099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.024099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.124099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.224099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.324099999999999966e+01,0.000000000000000000e+00,-2.342220000000000084e+02
-2.422800000000000153e+01,0.000000000000000000e+00,-2.341949999999999932e+02
-2.514499999999999957e+01,0.000000000000000000e+00,-2.340229999999999961e+02
-2.592800000000000082e+01,0.000000000000000000e+00,-2.336030000000000086e+02
-2.652799999999999869e+01,0.000000000000000000e+00,-2.328720000000000141e+02
-2.690500000000000114e+01,0.000000000000000000e+00,-2.318029999999999973e+02
-2.702599999999999980e+01,0.000000000000000000e+00,-2.303959999999999866e+02
-2.686899999999999977e+01,0.000000000000000000e+00,-2.286779999999999973e+02
-2.642000000000000171e+01,0.000000000000000000e+00,-2.266920000000000073e+02
-2.567099999999999937e+01,0.000000000000000000e+00,-2.244979999999999905e+02
-2.462399999999999878e+01,0.000000000000000000e+00,-2.221639999999999873e+02
-2.328500000000000014e+01,0.000000000000000000e+00,-2.197659999999999911e+02
-2.166600000000000037e+01,0.000000000000000000e+00,-2.173830000000000098e+02
-1.978500000000000014e+01,0.000000000000000000e+00,-2.150939999999999941e+02
-1.766499999999999915e+01,0.000000000000000000e+00,-2.129739999999999895e+02
